alpha,radius,length
2.309878472457841,12,14.304621125708234
2.309878472457841,14,16.688724646659608
2.309878472457841,17,20.264879928086664
2.309878472457841,23,27.417190490940783
2.309878472457841,18,21.45693168856235
2.309878472457841,29,34.5695010537949
2.309878472457841,34,40.52975985617333
2.309878472457841,38,45.297966898076076
2.309878472457841,42,50.06617393997882
2.309878472457841,41,48.87412217950313
